 FK6  ,        Name        ,      alpha      ,       delta      ,     mu    alp,     mu    delta,    p   ,    mag
5699,                    , 19 19 16.130242 ,  +23 18 14.78186 , +    1.12 , -    6.90 ,    2.0 ,  7.62  
5700,                    , 19 20 19.488874 ,  + 4 46 40.40837 , -   22.47 , -  102.48 ,    6.7 ,  7.04  
5701,                    , 19 20 25.750495 ,  +45 35 40.64271 , +    3.49 , +    3.63 ,    1.4 ,  8.65  
3547, pi Dra             , 19 20 40.092374 ,  +65 42 52.31547 , +   14.39 , +   41.87 ,   14.5 ,  4.60  
5702,                    , 19 20 47.316087 ,  -38 44 46.83940 , +   14.61 , -   15.21 ,    1.7 ,  7.30  
5703,                    , 19 21  2.962567 ,  -31 12 21.22394 , +    5.61 , -    2.38 ,    2.2 ,  8.51  
5704,                    , 19 22  3.883686 ,  +17 45 12.18291 , +    1.54 , -    8.86 ,    3.8 ,  7.07  
3546,                    , 19 22 21.544855 ,  - 0 15  8.43454 , +   60.00 , -   26.57 ,    8.9 ,  5.81  
3548,                    , 19 22 48.351140 ,  + 9 54 47.34041 , +    8.56 , +  107.06 ,   27.9 ,  6.34  
3549,                    , 19 23 23.786848 ,  +50 16 16.63678 , +    1.91 , +   15.80 ,    3.8 ,  6.51  
5705,                    , 19 23 29.538878 ,  +54 43 52.58340 , -    8.99 , -   17.21 ,    2.3 ,  9.07  
3550, 2 Cyg              , 19 24  7.579342 ,  +29 37 16.82442 , +   11.28 , +   11.89 ,    4.2 ,  4.99  
5706,                    , 19 24 11.837532 ,  +79 46 55.04814 , -   23.39 , -    9.90 ,    6.4 ,  8.11  
5707,                    , 19 24 55.993066 ,  -44 11 41.26193 , -   51.81 , -    6.61 ,    7.6 ,  6.88  
3552,                    , 19 25 21.595299 ,  -13 53 49.64274 , +   55.27 , +   58.16 ,    4.5 ,  5.72  
5709,                    , 19 26  3.388901 ,  -80 14 13.55851 , -   19.00 , -   28.40 ,    7.1 ,  9.01  
3553, 50 Sgr             , 19 26 19.157232 ,  -21 46 36.09338 , +   37.50 , -    4.42 ,    5.8 ,  5.57  
3556,                    , 19 26 26.498121 ,  +62 33 25.72864 , +   32.79 , +   38.67 ,    4.7 ,  6.38  
5710,                    , 19 26 44.511243 ,  -25 35  2.19916 , -    4.99 , -   48.34 ,    8.3 ,  8.47  
3555,                    , 19 27 33.908066 ,  +14 16 56.93176 , +    6.69 , -    4.23 ,    3.9 ,  6.31  
5712,                    , 19 27 52.128577 ,  - 4 49  3.97927 , +    9.77 , -    0.81 ,    1.9 ,  7.38  
5713,                    , 19 28 20.388296 ,  -35  8  1.59367 , -   21.20 , -  167.12 ,   12.3 ,  8.66  
5714,                    , 19 28 38.364227 ,  +41 11 53.60039 , -    8.35 , -   17.55 ,    4.3 ,  8.84  
5715,                    , 19 28 54.293387 ,  -84 43 12.53439 , +   68.12 , -   80.16 ,   13.0 ,  7.70  
3561, phi Cyg            , 19 31   .271376 ,  +70 59 21.62914 , -   10.71 , +   34.00 ,    5.2 ,  6.06  
3557,                    , 19 31 10.970515 ,  -68 26  2.11836 , +   17.36 , -   14.27 ,    3.1 ,  5.98  
5717,                    , 19 31 11.972891 ,  +74 46  9.04276 , +    3.48 , -    8.80 ,    3.5 ,  8.42  
5718,                    , 19 31 20.629989 ,  +64 17 13.01731 , -    2.41 , -   19.60 ,    1.9 ,  7.97  
5719,                    , 19 31 25.407594 ,  -17 40 24.18440 , -   15.77 , -   18.76 ,    5.0 ,  8.83  
5720,                    , 19 32 42.249079 ,  + 2  7 10.43563 , +   21.67 , -   10.88 ,    1.7 ,  8.74  
3563,                    , 19 33 10.069929 ,  +60  9 31.28778 , +    4.20 , +    5.44 ,    2.7 ,  6.30  
3558,                    , 19 33 21.621563 ,  -45 16 18.30503 , -   15.39 , -   25.64 ,    7.4 ,  5.59  
5721,                    , 19 33 25.553064 ,  +21 50 25.17920 , -   20.95 , -  205.60 ,   49.6 ,  6.89  
3559,                    , 19 33 42.207548 ,  -34 11 51.70965 , +    8.92 , -   23.44 ,    4.5 ,  6.94  
5722,                    , 19 34 14.094604 ,  +25 21  9.09091 , -    1.79 , -   16.64 ,    1.1 ,  7.07  
5723,                    , 19 34 39.860833 ,  +48  9 52.37721 , -   15.76 , -   78.84 ,   10.9 ,  6.79  
3993,                    , 19 34 59.760912 ,  -81 45 10.60555 , +    6.33 , +    8.75 ,    6.1 ,  6.63  
3562, 37 Aql             , 19 35  7.257421 ,  -10 33 37.59711 , +    7.03 , -    2.96 ,    7.3 ,  5.12  
3564,                    , 19 36  8.352234 ,  +22 35  8.74803 , +    3.78 , -    7.23 ,    5.7 ,  6.33  
3565,                    , 19 37  3.341080 ,  -18 13 51.78132 , +   10.52 , -   13.05 ,    7.3 ,  5.66  
5725,                    , 19 37 47.160297 ,  +12 56 19.46712 , -    0.48 , -    3.62 ,     .6 ,  8.06  
5727,                    , 19 38 10.681498 ,  -63 54 55.70044 , -    3.00 , -    5.42 ,    1.5 ,  7.45  
3566,                    , 19 38 25.953878 ,  -57 59   .02721 , +   30.61 , -   62.83 ,    6.7 ,  6.19  
3569,                    , 19 38 48.990861 ,  + 3 22 53.47516 , +    0.04 , -    0.45 ,    1.9 ,  6.36  
5728,                    , 19 39  6.059046 ,  -13 40 11.03271 , -    0.34 , -    9.43 ,    4.1 ,  7.85  
3572, 14 Cyg             , 19 39 26.484518 ,  +42 49  5.80518 , +   22.72 , +   27.84 ,    4.7 ,  5.41  
5730,                    , 19 39 56.531664 ,  +59 50 27.79436 , +   23.17 , +   20.46 ,    5.6 ,  7.75  
5732,                    , 19 40 25.174437 ,  + 9  5 33.78674 , +    0.03 , -    2.54 ,    -.7 ,  8.67  
5733,                    , 19 40 47.731073 ,  +87 55 20.30328 , +    4.30 , -   12.74 ,    2.7 ,  8.01  
3575,                    , 19 40 50.183747 ,  +45 31 29.79516 , +   84.38 , +  120.83 ,   20.5 ,  5.06  
5734,                    , 19 41 38.165126 ,  -55 15 58.15618 , +   31.62 , -    7.30 ,     .7 ,  7.36  
5735,                    , 19 41 43.628680 ,  + 4 43 42.81068 , +    4.54 , +    9.93 ,    4.3 ,  8.97  
5736,                    , 19 41 44.423112 ,  -77 34 28.81967 , -    0.97 , +    6.56 ,    3.6 ,  7.58  
5737,                    , 19 42 23.521862 ,  -26 26 37.67635 , +    3.16 , +    3.55 ,    3.6 ,  8.45  
5738,                    , 19 42 48.275119 ,  +17 58  5.75666 , -    1.73 , -    8.44 ,    1.6 ,  7.79  
5739,                    , 19 42 50.513412 ,  -18 11 56.40169 , -   30.63 , -    0.41 ,    8.4 ,  8.85  
3576,                    , 19 43 37.618751 ,  -37 32 19.55285 , +    2.29 , -   17.35 ,    3.8 ,  6.14  
5740,                    , 19 43 42.860785 ,  -44  8  1.28070 , +   11.65 , +   12.16 ,    5.7 ,  7.28  
5741,                    , 19 43 46.142052 ,  - 1 57 32.77771 , +   23.78 , +    2.64 ,    4.8 ,  8.33  
5742,                    , 19 43 48.857734 ,  +52 36 39.08620 , +   19.79 , +   29.42 ,   10.6 ,  7.66  
5743,                    , 19 44 15.853473 ,  + 7 35 17.60012 , +    0.93 , -    2.55 ,     .9 ,  8.14  
3579,                    , 19 45 52.233067 ,  - 2 53   .43600 , -    0.99 , -    2.10 ,    2.9 ,  6.47  
5744,                    , 19 46 28.794168 ,  + 2 51 30.92046 , -    6.11 , -   19.11 ,   -1.3 ,  8.57  
5745,                    , 19 46 54.108020 ,  +72 27 52.66781 , +    2.30 , +   35.17 ,    4.7 ,  7.56  
5746,                    , 19 47  7.422659 ,  -23 44  5.10243 , +   10.21 , -    5.75 ,    3.9 ,  8.54  
5747,                    , 19 47 27.974727 ,  +28 29  8.75995 , -   12.78 , -   21.13 ,    2.5 ,  8.15  
3581,                    , 19 48 55.087917 ,  -52 53 17.19029 , +   14.60 , -   47.84 ,    4.1 ,  6.27  
5748,                    , 19 48 56.457471 ,  - 4 29 45.50234 , +    1.75 , +    0.66 ,     .3 ,  8.30  
3582,                    , 19 49 11.610662 ,  -28 47 20.29607 , +  121.99 , -   98.08 ,   21.9 ,  6.04  
3580,                    , 19 49 25.305880 ,  -72 30 12.16268 , +    6.71 , +   14.63 ,   24.0 ,  5.39  
5749,                    , 19 49 30.935111 ,  +82 27 17.71104 , -   15.11 , +   26.11 ,    4.8 ,  7.80  
5750,                    , 19 49 42.055608 ,  +33 16 36.72303 , +    2.68 , -    6.52 ,    2.5 ,  8.42  
5751,                    , 19 49 42.130741 ,  -30 16 27.36086 , +    7.91 , -   33.58 ,    8.3 ,  8.29  
5752,                    , 19 50 31.531138 ,  -52 14  5.77014 , +    9.16 , -    0.05 ,    3.2 ,  8.72  
3586, 20 Cyg             , 19 50 37.723920 ,  +52 59 16.80363 , -   10.12 , -   68.12 ,   16.9 ,  5.03  
3585, 12 Vul             , 19 51  4.108346 ,  +22 36 36.16749 , +   23.28 , -   16.55 ,    5.2 ,  4.90  
5753,                    , 19 51 17.729454 ,  -35 18 37.25979 , +    2.35 , -    2.25 ,    1.0 ,  8.24  
3583,                    , 19 51 50.603693 ,  -39 52 27.72638 , +   17.81 , -   12.51 ,    9.6 ,  5.32  
3588,                    , 19 51 59.069198 ,  +47  1 38.41985 , -    2.90 , -    4.04 ,     .4 ,  5.60  
5756,                    , 19 53 38.486433 ,  +41 21 20.80901 , -    2.97 , -   12.49 ,    1.0 ,  6.99  
5757,                    , 19 54 29.298255 ,  +47 54 49.68727 , +    2.37 , -   15.19 ,    2.9 ,  7.83  
5758,                    , 19 55  7.570372 ,  +15 26 49.79147 , -    0.48 , +    1.28 ,    1.3 ,  8.16  
3591,                    , 19 55 55.377964 ,  +58 50 45.48924 , -    9.17 , -   20.81 ,    3.5 ,  4.98  
5759,                    , 19 57 19.780022 ,  +24  5 17.36458 , -  114.20 , -  124.81 ,   23.4 ,  7.19  
3592, 11 Sge             , 19 57 45.445819 ,  +16 47 20.98708 , +   11.85 , +   19.63 ,    8.0 ,  5.54  
5760,                    , 19 58 26.268981 ,  -42 40 58.93658 , +   16.62 , -   33.97 ,    5.5 ,  7.91  
3594,                    , 19 58 37.981427 ,  +30 59  1.19774 , +   33.26 , -    2.34 ,    5.9 ,  5.51  
3589,                    , 19 58 41.290885 ,  -69  9 50.24331 , +   68.89 , -  100.37 ,   14.0 ,  5.74  
5761,                    , 19 59 12.055491 ,  +11 18 20.03748 , +    8.00 , +    0.63 ,    1.5 ,  6.52  
3596,                    , 19 59 22.647056 ,  + 1 22 39.69436 , +   22.29 , +   66.34 ,    4.2 ,  6.17  
3605, 69 Dra             , 19 59 36.628534 ,  +76 28 53.01428 , -   26.21 , -   59.34 ,    6.2 ,  6.20  
3595,                    , 20  0 25.328049 ,  -49 21  3.40652 , -   77.31 , -    2.86 ,   10.8 ,  6.18  
3597,                    , 20  0 48.324059 ,  -45  6 46.50073 , +    0.59 , +    6.43 ,    9.0 ,  5.80  
5763,                    , 20  1  1.450086 ,  -58 23 15.51933 , +    4.92 , -   30.96 ,    3.1 ,  7.49  
5764,                    , 20  1 15.895609 ,  + 5 38 53.69479 , -   32.29 , -   22.28 ,   12.4 ,  7.46  
3600,                    , 20  1 23.846900 ,  -22 44 14.31045 , +    9.03 , -   12.12 ,   10.4 ,  6.01  
3604, 64 Dra             , 20  1 28.544816 ,  +64 49 15.50510 , +    9.53 , -   12.71 ,    5.7 ,  5.22  
5765,                    , 20  1 43.430016 ,  +33  4   .94393 , -    4.77 , -    9.12 ,    1.8 ,  7.98  
3598,                    , 20  1 44.745180 ,  -59 22 33.21286 , +   20.01 , -   26.50 ,    7.5 ,  4.95  
3601,                    , 20  2 10.561540 ,  - 4 59 23.25065 , +   14.65 , -    4.05 ,    8.2 ,  6.70  
3608, rho Dra            , 20  2 49.072355 ,  +67 52 24.82953 , +   16.24 , +   47.33 ,    8.0 ,  4.51  
3602,                    , 20  3 33.457552 ,  -37 56 26.52143 , +   62.44 , -   86.14 ,    8.0 ,  4.77  
3614,                    , 20  4 26.748909 ,  +73 54 34.03944 , +   12.30 , +   18.87 ,    6.4 ,  6.91  
3607,                    , 20  4 58.039695 ,  -21 18 50.72171 , +   49.05 , -   35.97 ,    3.9 ,  7.11  
3609, eta Sge            , 20  5  9.493363 ,  +19 59 27.85608 , +   30.20 , +   79.85 ,   20.1 ,  5.09  
5768,                    , 20  5 12.009980 ,  -26 48 47.75342 , +   11.63 , -    8.66 ,    6.0 ,  7.24  
3612, 66 Dra             , 20  5 32.879283 ,  +61 59 43.51127 , +  124.07 , +   70.59 ,   18.7 ,  5.40  
5769,                    , 20  5 33.633294 ,  + 3 30  9.94047 , +  137.02 , -  139.45 ,   23.2 ,  8.35  
3613,                    , 20  6 13.845813 ,  +53  9 56.47483 , +  212.71 , +  255.08 ,   27.4 ,  5.81  
5771,                    , 20  6 36.237289 ,  - 4 25  2.80133 , -    1.98 , -   17.73 ,    5.4 ,  7.12  
5772,                    , 20  6 50.292196 ,  -12 26 23.50347 , -    5.56 , -    4.24 ,   12.1 ,  7.70  
3611, 17 Vul             , 20  6 53.407468 ,  +23 36 51.93188 , +   15.04 , +    0.59 ,    6.6 ,  5.08  
5773,                    , 20  7 17.120551 ,  -39 21  9.50710 , -    9.01 , -    7.19 ,    1.4 ,  8.63  
3615,                    , 20  7 41.441278 ,  +34 25 22.46014 , +    0.87 , -    6.03 ,     .5 ,  6.12  
3616,                    , 20  8 38.279482 ,  +10 43 33.12075 , +    3.83 , -    1.78 ,    3.2 ,  6.34  
5775,                    , 20 10  1.324713 ,  -63 39 31.47615 , +    6.50 , -    2.51 ,    2.6 ,  7.81  
5776,                    , 20 10 56.911563 ,  +68 16 19.97592 , -    8.39 , -    3.27 ,    1.7 ,  6.84  
3618,                    , 20 11 10.077770 ,  - 8 50 32.43861 , +    2.14 , -    1.96 ,    1.4 ,  6.39  
3617,                    , 20 11 15.794201 ,  -43 39 44.25400 , +    8.05 , -    4.14 ,    4.8 ,  6.54  
5777,                    , 20 11 28.700542 ,  -24 13 36.83100 , +   15.46 , -   27.10 ,    2.5 ,  8.36  
5778,                    , 20 11 59.066217 ,  +59 41 29.61899 , +   42.59 , +   86.48 ,   16.2 ,  7.09  
5779,                    , 20 13 45.101096 ,  -87 49 22.76109 , +   79.54 , -  121.32 ,   12.2 ,  8.44  
5780,                    , 20 13 55.470415 ,  +39  9 32.45580 , +   38.99 , +   19.40 ,    6.9 ,  7.09  
3619,                    , 20 14 26.906981 ,  -63 24 56.84220 , -   38.70 , +   30.68 ,   13.8 ,  6.09  
5782,                    , 20 14 27.866735 ,  -18  5 38.11571 , +    7.41 , +   27.47 ,    7.4 ,  8.14  
5784,                    , 20 15 28.382167 ,  - 7 31 52.94718 , +    2.27 , +    3.06 ,    4.7 ,  6.85  
5785,                    , 20 15 29.197241 ,  -68 25 57.15733 , -    0.70 , -   22.43 ,    1.9 ,  8.28  
5786,                    , 20 15 43.064336 ,  - 2 33 51.69559 , -    0.10 , +    8.68 ,    7.5 ,  7.81  
3621,                    , 20 15 50.608560 ,  -30  0 19.00021 , +   33.71 , +    7.72 ,    2.8 ,  6.30  
3623,                    , 20 16  6.004330 ,  + 4 34 50.85322 , -   40.56 , -   52.24 ,   14.8 ,  6.44  
5787,                    , 20 16 26.447815 ,  -35 11 54.48579 , -    0.01 , +   53.12 ,   23.4 ,  6.55  
5788,                    , 20 16 47.450148 ,  -20 56   .39284 , -    6.25 , -   13.74 ,    4.0 ,  9.11  
5789,                    , 20 16 59.916993 ,  -31 12 28.96473 , -   40.44 , -   63.51 ,    3.8 ,  7.74  
5790,                    , 20 17  9.776319 ,  +15 52 21.61484 , -    4.66 , -   10.11 ,     .9 ,  7.48  
5791,                    , 20 18 19.325282 ,  -51  5 12.64807 , -    2.16 , -   26.20 ,    6.1 ,  7.56  
3622,                    , 20 18 26.960997 ,  -72 58 45.59987 , +    6.91 , -   37.35 ,    4.7 ,  6.57  
3624,                    , 20 18 37.500656 ,  + 0 38 27.85530 , +   72.86 , -    1.18 ,    9.9 ,  6.92  
3631,                    , 20 20  6.013743 ,  +68 52 49.14282 , +   18.56 , +   26.43 ,    4.7 ,  5.59  
3629,                    , 20 20 20.524053 ,  +14 34  9.32125 , -    3.15 , +    5.68 ,    5.9 ,  6.17  
3628,                    , 20 20 26.146568 ,  - 6 21 42.23793 , -   81.71 , -   90.10 ,    5.4 ,  6.63  
3626,                    , 20 20 32.315504 ,  -55  3  3.17486 , +   10.88 , -   32.30 ,    4.0 ,  6.27  
5792,                    , 20 21 13.238662 ,  -81 36 57.31679 , +  106.92 , -  171.77 ,   13.9 ,  8.65  
5793,                    , 20 21 38.364007 ,  +55 13 35.30361 , +    1.09 , -    7.28 ,    1.5 ,  9.02  
3630,                    , 20 21 41.034918 ,  -49 59 57.89473 , -  359.22 , -  250.04 ,   30.8 ,  6.26  
5794,                    , 20 22 12.613504 ,  +50 32 28.08435 , +    9.02 , +    5.91 ,    4.9 ,  7.01  
5796,                    , 20 22 56.357035 ,  + 3 23 16.12572 , -    5.23 , -    4.40 ,    1.8 ,  8.60  
3632,                    , 20 23   .790510 ,  - 9 39 16.95533 , +   25.96 , -   16.16 ,    7.4 ,  6.29  
5797,                    , 20 23 15.753898 ,  +11  5  6.28293 , +   16.42 , -   21.37 ,    8.4 ,  7.56  
5798,                    , 20 23 24.906222 ,  +23 40 10.98347 , +    4.68 , +    2.04 ,    -.2 ,  7.97  
5800,                    , 20 23 48.037787 ,  +37  1 34.09333 , +    2.59 , -    0.56 ,    2.2 ,  6.81  
3633, 39 Cyg             , 20 23 51.621949 ,  +32 11 24.61925 , +   37.62 , -    5.74 ,   12.7 ,  4.43  
5801,                    , 20 24 38.300380 ,  + 8 35 50.94941 , +    4.84 , -    7.31 ,    4.5 ,  6.77  
5802,                    , 20 25 20.914020 ,  -29 59  4.47391 , +   15.60 , +    0.61 ,    2.4 ,  7.45  
3634,                    , 20 25 40.529408 ,  +21 24 34.71025 , +    8.82 , -    8.64 ,    6.0 ,  5.68  
5804,                    , 20 26 40.014057 ,  -42  3 19.66163 , +    9.93 , +   13.76 ,    3.1 ,  7.88  
5805,                    , 20 27 25.610483 ,  -78 45 20.61030 , +   18.92 , -    9.50 ,   15.3 ,  7.93  
5806,                    , 20 27 33.634538 ,  -74 17  6.27323 , +   29.27 , -   15.91 ,    1.6 ,  7.96  
3636,                    , 20 28  1.285010 ,  -25 36 23.23987 , +   27.29 , +   23.99 ,   11.0 ,  6.78  
3638,                    , 20 28  7.540016 ,  + 8 26 14.81030 , +   41.28 , +   16.72 ,    9.9 ,  6.23  
3963, 75 Dra             , 20 28 14.587294 ,  +81 25 21.74865 , +   33.96 , +   15.92 ,    7.1 ,  5.38  
3637,                    , 20 28 46.738858 ,  -35 35 45.10609 , +    3.66 , -   20.56 ,    5.2 ,  6.09  
5807,                    , 20 29 30.015975 ,  -12 35 28.98517 , -    2.91 , -    6.45 ,    4.6 ,  7.39  
3639,                    , 20 29 31.341453 ,  -22 23 29.63882 , +    9.25 , -   30.73 ,    6.1 ,  6.13  
5808,                    , 20 30 35.979745 ,  +18 32 59.22710 , +   14.38 , +    6.69 ,    3.8 ,  8.73  
5809,                    , 20 30 48.611161 ,  -52 48 28.99431 , +   17.74 , -   19.51 ,    2.8 ,  7.84  
5810,                    , 20 33  3.406547 ,  - 2  7 57.87255 , +   10.13 , -    2.85 ,    2.4 ,  8.86  
3643, nu Mic             , 20 33 55.072407 ,  -44 30 57.77483 , +   11.38 , -   35.86 ,   15.1 ,  5.12  
3645,                    , 20 34 11.697160 ,  -13 43 15.92868 , +   68.73 , +   70.24 ,   30.4 ,  6.11  
3646,                    , 20 34 50.403210 ,  +51 51 15.19833 , -    3.01 , -    5.23 ,     .4 ,  6.19  
3642,                    , 20 35  6.271513 ,  -71 11 19.60474 , -   38.24 , +   12.12 ,    4.0 ,  6.41  
5812,                    , 20 36   .683184 ,  +79 25 49.38355 , -    2.83 , +    4.54 ,    1.3 ,  6.95  
3648, 70 Aql             , 20 36 43.632819 ,  - 2 32 59.84218 , +    9.87 , -   15.65 ,    1.4 ,  4.91  
3649, 27 Vul             , 20 37  4.673104 ,  +26 27 43.01119 , +   16.10 , -   11.29 ,   10.6 ,  5.59  
5813,                    , 20 37  8.437688 ,  +64 21 37.90370 , +   12.66 , +    6.50 ,    2.9 ,  7.67  
3647, rho Pav            , 20 37 35.312098 ,  -61 31 47.70762 , +   59.13 , -   71.85 ,   16.7 ,  4.86  
5814,                    , 20 37 56.086930 ,  -57 52 26.41937 , +   78.83 , +   27.26 ,   13.2 ,  7.82  
5815,                    , 20 38 30.148986 ,  -70  4 22.22285 , +    4.71 , -   27.16 ,    3.5 ,  7.78  
5816,                    , 20 38 47.449887 ,  +89 24 23.42577 , -    1.90 , -   11.32 ,    4.1 ,  8.93  
5817,                    , 20 39 54.671355 ,  -40 58 19.95898 , +    8.77 , -   37.22 ,    5.2 ,  8.85  
3654,                    , 20 40 17.894640 ,  +60 30 18.95190 , +   14.40 , +  185.68 ,   30.1 ,  6.02  
5819,                    , 20 40 53.278491 ,  +41 12  8.98734 , +    7.69 , -    0.96 ,    4.5 ,  7.01  
3652,                    , 20 41 23.658449 ,  -31 35 53.83886 , +  111.01 , -   60.16 ,    7.7 ,  5.75  
5820,                    , 20 41 25.200914 ,  +54 12 33.92434 , -    2.88 , -   10.82 ,    1.1 ,  7.99  
3655,                    , 20 41 56.501195 ,  +41 43   .74794 , +    4.35 , +    1.01 ,    3.1 ,  5.68  
3650, mu^1 Oct           , 20 42  2.986392 ,  -76 10 50.13102 , +  190.52 , -    9.47 ,    9.6 ,  5.99  
5821,                    , 20 42 15.717620 ,  -44 53  6.73313 , +    4.54 , +    1.77 ,    5.0 ,  6.99  
3656, 4 Cep              , 20 43 11.020783 ,  +66 39 26.80982 , +   25.26 , +   34.66 ,   23.4 ,  5.59  
5822,                    , 20 44  4.100740 ,  -31 55 42.28483 , +    7.02 , -    2.69 ,    1.9 ,  7.39  
5823,                    , 20 44  7.882827 ,  - 4  6 34.67239 , +    9.27 , -    4.85 ,     .0 ,  8.87  
5824,                    , 20 44 33.273313 ,  -14 11  8.89328 , +   18.92 , -   17.00 ,    3.2 ,  6.87  
5825,                    , 20 44 35.358727 ,  -28 12 16.65008 , +   49.21 , -   22.85 ,   11.3 ,  7.24  
